Movie,Year,Pass/Fail,Ranking,Categorisation
The Time Machine,2002,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Time Traveler's Wife,2009,Pass,2,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
The Time Travelers,1964,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The Time in Between,2013,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Tingler,1959,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Titan,2018,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The To Do List,2013,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Tomorrow War,2021,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The Tourist,2010,Fail,5,Fewer than two women in this movie
The Towering Inferno,1974,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Town,2010,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Town That Dreaded Sundown,1976,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Town That Dreaded Sundown,2014,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Tracey Fragments,2007,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Train,1964,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Transcendents,2018,Pass,2,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
The Transfiguration,2016,Fail,5,Fewer than two women in this movie
The Transformers: The Movie,1986,Fail,5,Fewer than two women in this movie
The Transporter,2002,Fail,5,Fewer than two women in this movie
The Transporter Refueled,2015,Pass,2,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
The Treasure of Swamp Castle,1985,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The Treasure of the Sierra Madre,1948,Fail,5,Fewer than two women in this movie
The Treasure of the Silver Lake,1962,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Tree of Life,2011,Fail,5,Fewer than two women in this movie
The Trial,1962,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Trial,1993,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Trial of Joan of Arc,1962,Fail,5,Fewer than two women in this movie
The Trial of the Chicago 7,2020,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Trip,2010,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Trip To Bountiful,1985,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Trojan Women,1971,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Trouble with Angels,1966,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Trouble with Harry,1955,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The True Story of Jesse James,1957,Fail,3,"There are two or more women in this movie, but they only talk to each other about a man"
The Truman Show,1998,Fail,4,"There are two or more women in this movie, but they don't talk to each other"
The Truth,1960,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
The Truth About Cats & Dogs,1996,Pass,1,There are two or more women in this movie and they talk to each other about something other than a man
